"Country","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"Greece","Boys",1985,5,115.3643728,112.3124251,118.4504699,1.573618825
"Greece","Boys",1985,6,121.8792626,119.1689788,124.6312937,1.397458613
"Greece","Boys",1985,7,127.8274948,125.3169523,130.4071119,1.289448589
"Greece","Boys",1985,8,133.3439771,130.9248411,135.7662077,1.221006499
"Greece","Boys",1985,9,138.5636435,136.2688502,140.8684078,1.172090157
"Greece","Boys",1985,10,143.6168316,141.3401548,145.840221,1.135710046
"Greece","Boys",1985,11,148.7176343,146.5221468,150.898241,1.112189988
"Greece","Boys",1985,12,154.4169344,152.2704648,156.6046003,1.107713777
"Greece","Boys",1985,13,160.9575629,158.7830696,163.1650414,1.12616934
"Greece","Boys",1985,14,166.9965045,164.698026,169.2844355,1.17066502
"Greece","Boys",1985,15,171.1727899,168.7758708,173.6274918,1.243866145
"Greece","Boys",1985,16,173.6886625,171.0729878,176.3324399,1.339967812
"Greece","Boys",1985,17,175.0962884,172.2176241,177.9389045,1.447092945
"Greece","Boys",1985,18,175.8112975,172.7082062,178.7913844,1.529476463
"Greece","Boys",1985,19,176.2649235,172.9720659,179.4862565,1.641699301
"Greece","Boys",1986,5,115.415982,112.3632307,118.4932659,1.568900083
"Greece","Boys",1986,6,121.9503724,119.2451842,124.7222136,1.394076327
"Greece","Boys",1986,7,127.9111384,125.4046687,130.4934833,1.287512769
"Greece","Boys",1986,8,133.4419878,131.0413667,135.8693372,1.218757224
"Greece","Boys",1986,9,138.6778279,136.365409,140.9967385,1.169691065
"Greece","Boys",1986,10,143.7535931,141.502292,145.9647711,1.129778112
"Greece","Boys",1986,11,148.8833279,146.7020636,151.0445721,1.100344796
"Greece","Boys",1986,12,154.615954,152.4743462,156.7356881,1.085268836
"Greece","Boys",1986,13,161.1865046,159.0628076,163.3087703,1.088386635
"Greece","Boys",1986,14,167.239585,165.0412725,169.4265437,1.113443613
"Greece","Boys",1986,15,171.4221401,169.1715668,173.7039726,1.162738321
"Greece","Boys",1986,16,173.9312693,171.5183058,176.3407626,1.236957517
"Greece","Boys",1986,17,175.3273443,172.7293344,177.9487115,1.322999392
"Greece","Boys",1986,18,176.0266239,173.2428588,178.7346317,1.382770779
"Greece","Boys",1986,19,176.471695,173.5161013,179.3394486,1.4763768
"Greece","Boys",1987,5,115.4350753,112.3816466,118.4970521,1.563067973
"Greece","Boys",1987,6,122.0019816,119.3007688,124.7498642,1.387194549
"Greece","Boys",1987,7,127.9822482,125.480099,130.5541693,1.282085925
"Greece","Boys",1987,8,133.5256314,131.1462197,135.9495657,1.214925901
"Greece","Boys",1987,9,138.7758387,136.4521392,141.0983323,1.165428851
"Greece","Boys",1987,10,143.8677775,141.6030174,146.0842018,1.125241641
"Greece","Boys",1987,11,149.0200894,146.8440078,151.1562066,1.092093823
"Greece","Boys",1987,12,154.7816475,152.6559585,156.8617071,1.070882703
"Greece","Boys",1987,13,161.3855242,159.2661821,163.4649231,1.063005647
"Greece","Boys",1987,14,167.4685267,165.372823,169.5631428,1.072636039
"Greece","Boys",1987,15,171.6652206,169.5132342,173.8355005,1.102422492
"Greece","Boys",1987,16,174.1806194,171.9193825,176.4415211,1.152715176
"Greece","Boys",1987,17,175.569951,173.1923704,177.9939479,1.216650569
"Greece","Boys",1987,18,176.2576797,173.7713348,178.7261569,1.252770853
"Greece","Boys",1987,19,176.6870214,174.0600315,179.3059518,1.326881171
"Greece","Boys",1988,5,115.4200049,112.366765,118.4872329,1.552204027
"Greece","Boys",1988,6,122.0210749,119.3132252,124.7359689,1.37860137
"Greece","Boys",1988,7,128.0338575,125.544755,130.5436209,1.272878719
"Greece","Boys",1988,8,133.5967412,131.2258258,136.0130445,1.207322904
"Greece","Boys",1988,9,138.8594823,136.5552895,141.132084,1.159565665
"Greece","Boys",1988,10,143.9657882,141.7193363,146.1423866,1.11889764
"Greece","Boys",1988,11,149.1342738,146.9735635,151.264829,1.08537049
"Greece","Boys",1988,12,154.918409,152.8218737,156.9715655,1.060208625
"Greece","Boys",1988,13,161.5512178,159.4565201,163.5928764,1.045900839
"Greece","Boys",1988,14,167.6675463,165.5881254,169.7313355,1.044202949
"Greece","Boys",1988,15,171.8941623,169.8234748,173.9629891,1.05858544
"Greece","Boys",1988,16,174.4236999,172.2991243,176.5380365,1.089320332
"Greece","Boys",1988,17,175.8193012,173.6012307,178.0630273,1.12896361
"Greece","Boys",1988,18,176.5002865,174.2609971,178.7247667,1.140642459
"Greece","Boys",1988,19,176.9180773,174.5794141,179.2788848,1.194893991
"Greece","Boys",1989,5,115.369823,112.3043306,118.4290119,1.53885748
"Greece","Boys",1989,6,122.0060044,119.3481378,124.6900449,1.36444492
"Greece","Boys",1989,7,128.0529507,125.5982667,130.5345906,1.261488945
"Greece","Boys",1989,8,133.6483504,131.2845891,136.0025054,1.195751785
"Greece","Boys",1989,9,138.9305921,136.6194814,141.2026525,1.149773236
"Greece","Boys",1989,10,144.0494319,141.8181857,146.2014718,1.11096245
"Greece","Boys",1989,11,149.2322845,147.0791933,151.3145594,1.076909157
"Greece","Boys",1989,12,155.0325934,152.9489158,157.0983154,1.051205927
"Greece","Boys",1989,13,161.6879793,159.65127,163.6860386,1.032612716
"Greece","Boys",1989,14,167.8332399,165.7914157,169.8439568,1.024268979
"Greece","Boys",1989,15,172.0931819,170.0590109,174.0915247,1.027084968
"Greece","Boys",1989,16,174.6526417,172.6017292,176.6794959,1.042552037
"Greece","Boys",1989,17,176.0623817,173.9610338,178.1502816,1.062406259
"Greece","Boys",1989,18,176.7496367,174.6582003,178.7905392,1.047807823
"Greece","Boys",1989,19,177.160684,175.0051311,179.2999876,1.081724753
"Greece","Boys",1990,5,115.2925418,112.2469697,118.2957257,1.521701253
"Greece","Boys",1990,6,121.9558226,119.2936939,124.6223992,1.347150057
"Greece","Boys",1990,7,128.0378803,125.5973627,130.4837737,1.244219593
"Greece","Boys",1990,8,133.6674437,131.3169962,135.991507,1.181657616
"Greece","Boys",1990,9,138.9822013,136.6921418,141.2211979,1.13585489
"Greece","Boys",1990,10,144.1205417,141.9102441,146.2562197,1.099064168
"Greece","Boys",1990,11,149.3159282,147.160121,151.3671416,1.066929396
"Greece","Boys",1990,12,155.1306042,153.0674896,157.1475793,1.040570178
"Greece","Boys",1990,13,161.8021637,159.7925623,163.789676,1.021172593
"Greece","Boys",1990,14,167.9700014,166.0066246,169.9338941,1.008227723
"Greece","Boys",1990,15,172.2588755,170.2744176,174.2248319,1.004353326
"Greece","Boys",1990,16,174.8516613,172.8657287,176.8138034,1.00819427
"Greece","Boys",1990,17,176.2913234,174.2950558,178.2828792,1.01289045
"Greece","Boys",1990,18,176.9927171,175.0816859,178.8913126,0.977244371
"Greece","Boys",1990,19,177.4100342,175.4457933,179.397498,0.98956212
"Greece","Boys",1991,5,115.195467,112.175742,118.1718809,1.503007047
"Greece","Boys",1991,6,121.8785413,119.2349319,124.5446373,1.325599003
"Greece","Boys",1991,7,127.9876984,125.5719574,130.4212989,1.223279512
"Greece","Boys",1991,8,133.6523733,131.3568825,135.9403335,1.161523033
"Greece","Boys",1991,9,139.0012946,136.7740039,141.1806829,1.11916451
"Greece","Boys",1991,10,144.1721509,142.0028467,146.2707126,1.082854898
"Greece","Boys",1991,11,149.3870379,147.2739697,151.4055376,1.05308742
"Greece","Boys",1991,12,155.2142478,153.1848544,157.183429,1.028478256
"Greece","Boys",1991,13,161.9001745,159.9273648,163.866391,1.008252757
"Greece","Boys",1991,14,168.0841858,166.1423042,170.0191514,0.994226762
"Greece","Boys",1991,15,172.395637,170.4678678,174.3103226,0.985547586
"Greece","Boys",1991,16,175.0173548,173.1042414,176.9127384,0.982941249
"Greece","Boys",1991,17,176.490343,174.5671952,178.3772348,0.976166005
"Greece","Boys",1991,18,177.2216589,175.3742803,179.0110558,0.925243594
"Greece","Boys",1991,19,177.6531147,175.781693,179.5021948,0.921418283
"Greece","Boys",1992,5,115.0818707,112.1167221,118.0255907,1.481717535
"Greece","Boys",1992,6,121.7814666,119.1991932,124.3898241,1.301929509
"Greece","Boys",1992,7,127.9104172,125.5430016,130.3082938,1.197792601
"Greece","Boys",1992,8,133.6021914,131.3442991,135.8460424,1.137312093
"Greece","Boys",1992,9,138.9862242,136.814683,141.1239768,1.09634031
"Greece","Boys",1992,10,144.1912442,142.073926,146.2691931,1.063661294
"Greece","Boys",1992,11,149.4386472,147.3678451,151.426086,1.03470412
"Greece","Boys",1992,12,155.2853576,153.2609189,157.2439964,1.012725464
"Greece","Boys",1992,13,161.9838181,160.0183815,163.9057429,0.993852216
"Greece","Boys",1992,14,168.1821965,166.2665036,170.0802536,0.978913089
"Greece","Boys",1992,15,172.5098214,170.608716,174.392267,0.968974932
"Greece","Boys",1992,16,175.1541163,173.2847372,177.0391113,0.961652088
"Greece","Boys",1992,17,176.6560366,174.8046845,178.5033984,0.949041817
"Greece","Boys",1992,18,177.4206785,175.6758058,179.1469976,0.887299891
"Greece","Boys",1992,19,177.8820564,176.1188097,179.6146257,0.873504232
"Greece","Boys",1993,5,114.9660404,112.0631158,117.8657927,1.458112284
"Greece","Boys",1993,6,121.6678702,119.1115907,124.21418,1.275612818
"Greece","Boys",1993,7,127.8133424,125.5052532,130.1081003,1.169695781
"Greece","Boys",1993,8,133.5249102,131.3217265,135.699291,1.108407135
"Greece","Boys",1993,9,138.9360423,136.8333366,141.020019,1.069121309
"Greece","Boys",1993,10,144.1761737,142.1075153,146.1845679,1.038231469
"Greece","Boys",1993,11,149.4577404,147.4427001,151.42491,1.01312494
"Greece","Boys",1993,12,155.3369668,153.3722083,157.2561302,0.992229525
"Greece","Boys",1993,13,162.0549279,160.1295757,163.9471941,0.976023385
"Greece","Boys",1993,14,168.2658402,166.3653553,170.1420727,0.962107664
"Greece","Boys",1993,15,172.6078322,170.7723363,174.4523741,0.951225051
"Greece","Boys",1993,16,175.2683007,173.4313586,177.0952211,0.942827482
"Greece","Boys",1993,17,176.7927981,174.9880911,178.6075913,0.926070081
"Greece","Boys",1993,18,177.586372,175.9009746,179.2585195,0.860084025
"Greece","Boys",1993,19,178.081076,176.4009912,179.713042,0.840897124
"Greece","Boys",1994,5,114.8633045,111.9951961,117.7066369,1.433802021
"Greece","Boys",1994,6,121.55204,119.070394,124.0543648,1.246759174
"Greece","Boys",1994,7,127.6997461,125.4434168,129.9260255,1.138987945
"Greece","Boys",1994,8,133.4278354,131.2822565,135.5190696,1.076533532
"Greece","Boys",1994,9,138.858761,136.8200915,140.8696752,1.037164403
"Greece","Boys",1994,10,144.1259919,142.1382714,146.0891404,1.008125818
"Greece","Boys",1994,11,149.44267,147.5066666,151.354125,0.985173966
"Greece","Boys",1994,12,155.3560601,153.452357,157.2528451,0.968353368
"Greece","Boys",1994,13,162.1065371,160.2157042,163.952628,0.953343254
"Greece","Boys",1994,14,168.3369499,166.4775634,170.1840003,0.942070898
"Greece","Boys",1994,15,172.6914758,170.877175,174.4995891,0.932099131
"Greece","Boys",1994,16,175.3663115,173.5792971,177.1717013,0.922906353
"Greece","Boys",1994,17,176.9069825,175.1560742,178.6922398,0.905904191
"Greece","Boys",1994,18,177.7231336,176.0837086,179.3654638,0.838004627
"Greece","Boys",1994,19,178.2467696,176.6091962,179.8375821,0.820055174
"Greece","Boys",1995,5,114.786125,111.9798862,117.5579107,1.411830284
"Greece","Boys",1995,6,121.4493041,119.0285924,123.8841342,1.216865209
"Greece","Boys",1995,7,127.5839158,125.3751308,129.7735919,1.105656009
"Greece","Boys",1995,8,133.3142391,131.2619719,135.3091256,1.042151951
"Greece","Boys",1995,9,138.7616863,136.773718,140.6699272,1.002013513
"Greece","Boys",1995,10,144.0487106,142.1258571,145.9390917,0.973308094
"Greece","Boys",1995,11,149.3924882,147.521809,151.2429389,0.952285539
"Greece","Boys",1995,12,155.3409897,153.5310575,157.1766218,0.938011133
"Greece","Boys",1995,13,162.1256304,160.2948902,163.9581494,0.927145953
"Greece","Boys",1995,14,168.3885592,166.5717526,170.1829702,0.917148579
"Greece","Boys",1995,15,172.7625856,170.974708,174.5295719,0.90984681
"Greece","Boys",1995,16,175.4499551,173.7114759,177.2115451,0.90178039
"Greece","Boys",1995,17,177.0049932,175.3064634,178.7520759,0.8847224
"Greece","Boys",1995,18,177.837318,176.2445382,179.4503193,0.819486221
"Greece","Boys",1995,19,178.3835311,176.775765,179.9452396,0.805890575
"Greece","Boys",1996,5,114.7378905,111.9901663,117.4469014,1.388671982
"Greece","Boys",1996,6,121.3721246,119.0255272,123.7326984,1.18940824
"Greece","Boys",1996,7,127.48118,125.3513362,129.6013385,1.071036793
"Greece","Boys",1996,8,133.1984088,131.2322941,135.1422422,1.005199527
"Greece","Boys",1996,9,138.6480899,136.7322563,140.5017484,0.964488426
"Greece","Boys",1996,10,143.9516359,142.1001604,145.7580421,0.935190488
"Greece","Boys",1996,11,149.3152069,147.5032001,151.0867595,0.91478656
"Greece","Boys",1996,12,155.2908078,153.5347754,157.0472176,0.902540436
"Greece","Boys",1996,13,162.11056,160.3576874,163.853651,0.894499449
"Greece","Boys",1996,14,168.4076524,166.6590401,170.1692166,0.888600056
"Greece","Boys",1996,15,172.8141948,171.0857459,174.5387605,0.882732366
"Greece","Boys",1996,16,175.5210649,173.8349231,177.2629095,0.877537419
"Greece","Boys",1996,17,177.0886369,175.4330061,178.7813688,0.862484798
"Greece","Boys",1996,18,177.9353287,176.3974922,179.5011563,0.800461017
"Greece","Boys",1996,19,178.4977155,176.916,180.0709581,0.795794731
"Greece","Boys",1997,5,114.7217028,112.0536376,117.3788272,1.363621614
"Greece","Boys",1997,6,121.3238901,119.0404745,123.6340598,1.161324529
"Greece","Boys",1997,7,127.4040005,125.3522181,129.4560861,1.038985043
"Greece","Boys",1997,8,133.0956729,131.1798047,134.9698207,0.966852648
"Greece","Boys",1997,9,138.5322597,136.7144204,140.3241351,0.924557416
"Greece","Boys",1997,10,143.8380395,142.0832195,145.5673115,0.89483229
"Greece","Boys",1997,11,149.2181322,147.4988646,150.9229495,0.874010244
"Greece","Boys",1997,12,155.2135266,153.5231759,156.8747687,0.862687309
"Greece","Boys",1997,13,162.0603781,160.3762594,163.6962964,0.856661256
"Greece","Boys",1997,14,168.392582,166.722223,170.0664644,0.853764147
"Greece","Boys",1997,15,172.8332881,171.160241,174.5119916,0.851900201
"Greece","Boys",1997,16,175.5726741,173.9371825,177.2319241,0.848628381
"Greece","Boys",1997,17,177.1597467,175.5425196,178.8302816,0.837082229
"Greece","Boys",1997,18,178.0189723,176.5276108,179.5502305,0.780598008
"Greece","Boys",1997,19,178.5957263,177.0834392,180.1163099,0.786238748
"Greece","Boys",1998,5,114.7355322,112.113978,117.3378849,1.334954656
"Greece","Boys",1998,6,121.3077024,119.0757472,123.5614302,1.131411569
"Greece","Boys",1998,7,127.355766,125.3705908,129.3480862,1.006960152
"Greece","Boys",1998,8,133.0184934,131.1993178,134.8166944,0.931315253
"Greece","Boys",1998,9,138.4295238,136.6982386,140.1169627,0.883268828
"Greece","Boys",1998,10,143.7222093,142.0550799,145.3594527,0.85231022
"Greece","Boys",1998,11,149.1045358,147.4898992,150.7213767,0.831135288
"Greece","Boys",1998,12,155.1164518,153.5029408,156.6940406,0.819740973
"Greece","Boys",1998,13,161.9830968,160.3876104,163.5446903,0.814817269
"Greece","Boys",1998,14,168.3424002,166.7336016,169.9241754,0.813903978
"Greece","Boys",1998,15,172.8182176,171.2311921,174.4095372,0.815112991
"Greece","Boys",1998,16,175.5917674,174.0125397,177.2013815,0.816018954
"Greece","Boys",1998,17,177.2113559,175.644173,178.8179115,0.807474997
"Greece","Boys",1998,18,178.0900821,176.6297198,179.5555793,0.757644813
"Greece","Boys",1998,19,178.6793699,177.1706851,180.1770113,0.776917786
"Greece","Boys",1999,5,114.7743386,112.2105813,117.3288744,1.302787308
"Greece","Boys",1999,6,121.3215318,119.1414568,123.4688485,1.09764841
"Greece","Boys",1999,7,127.3395783,125.4332252,129.2689806,0.973374873
"Greece","Boys",1999,8,132.9702589,131.2078253,134.7110399,0.896526834
"Greece","Boys",1999,9,138.3523443,136.6980382,139.9613507,0.845202331
"Greece","Boys",1999,10,143.6194734,142.0327426,145.165605,0.808591688
"Greece","Boys",1999,11,148.9887056,147.4546648,150.5107751,0.786419055
"Greece","Boys",1999,12,155.0028555,153.4748518,156.4909147,0.774925143
"Greece","Boys",1999,13,161.8860221,160.3660501,163.3470138,0.770238426
"Greece","Boys",1999,14,168.2651189,166.7409154,169.7224957,0.770523786
"Greece","Boys",1999,15,172.7680358,171.2282705,174.2750912,0.773820688
"Greece","Boys",1999,16,175.576697,174.0613114,177.0991476,0.777995943
"Greece","Boys",1999,17,177.2304492,175.7252413,178.7843223,0.774464087
"Greece","Boys",1999,18,178.1416914,176.7224999,179.5631802,0.731079894
"Greece","Boys",1999,19,178.7504797,177.2488132,180.2253097,0.764948097
"Greece","Boys",2000,5,114.8565602,112.3806374,117.3038919,1.266903624
"Greece","Boys",2000,6,121.3603382,119.2463124,123.4255466,1.060736286
"Greece","Boys",2000,7,127.3534076,125.4999076,129.1842309,0.935962246
"Greece","Boys",2000,8,132.9540712,131.2748549,134.6140587,0.860679575
"Greece","Boys",2000,9,138.3041098,136.7180275,139.8498199,0.80865862
"Greece","Boys",2000,10,143.5422939,142.0341893,145.038969,0.768712051
"Greece","Boys",2000,11,148.8859697,147.4314425,150.3333398,0.740802444
"Greece","Boys",2000,12,154.8870252,153.473573,156.3045155,0.728739141
"Greece","Boys",2000,13,161.7724257,160.3408868,163.1628561,0.72419755
"Greece","Boys",2000,14,168.1680442,166.7170141,169.5361482,0.724965936
"Greece","Boys",2000,15,172.6907545,171.2387777,174.0847356,0.729596078
"Greece","Boys",2000,16,175.5265151,174.077847,176.9612511,0.736448032
"Greece","Boys",2000,17,177.2153787,175.7872988,178.6983803,0.736754974
"Greece","Boys",2000,18,178.1607846,176.7818143,179.5395485,0.702116145
"Greece","Boys",2000,19,178.8020889,177.3249947,180.2500058,0.750604613
"Greece","Boys",2001,5,114.9846812,112.6172462,117.3576877,1.229474945
"Greece","Boys",2001,6,121.4425598,119.4320935,123.4416803,1.020131885
"Greece","Boys",2001,7,127.3922141,125.6207081,129.1103374,0.895862374
"Greece","Boys",2001,8,132.9679006,131.3774346,134.5522507,0.821315367
"Greece","Boys",2001,9,138.2879221,136.7720822,139.7670274,0.771777897
"Greece","Boys",2001,10,143.4940594,142.0618261,144.9169462,0.731180116
"Greece","Boys",2001,11,148.8087902,147.4340454,150.1870033,0.699878841
"Greece","Boys",2001,12,154.7842893,153.4391356,156.1131192,0.682170208
"Greece","Boys",2001,13,161.6565955,160.3184682,162.9735,0.677466807
"Greece","Boys",2001,14,168.0544478,166.705914,169.3580581,0.678673648
"Greece","Boys",2001,15,172.5936798,171.2262219,173.9138517,0.68400569
"Greece","Boys",2001,16,175.4492339,174.0783549,176.7849905,0.692901255
"Greece","Boys",2001,17,177.1651969,175.7950817,178.5704404,0.69700277
"Greece","Boys",2001,18,178.1457142,176.8283627,179.4467622,0.668990795
"Greece","Boys",2001,19,178.8211822,177.3908315,180.2390102,0.736450299
"Greece","Boys",2002,5,115.1816431,112.8672714,117.4996292,1.191539288
"Greece","Boys",2002,6,121.5706808,119.6647631,123.4914163,0.977805977
"Greece","Boys",2002,7,127.4744357,125.764063,129.1245763,0.852375983
"Greece","Boys",2002,8,133.006707,131.4758337,134.4941273,0.779860622
"Greece","Boys",2002,9,138.3017515,136.8894031,139.7186695,0.731928264
"Greece","Boys",2002,10,143.4778717,142.1089988,144.8422878,0.69423491
"Greece","Boys",2002,11,148.7605557,147.4543946,150.0709028,0.662201174
"Greece","Boys",2002,12,154.7071098,153.4315817,155.9769086,0.641454413
"Greece","Boys",2002,13,161.5538596,160.2961459,162.7918252,0.631175565
"Greece","Boys",2002,14,167.9386176,166.6816311,169.1628923,0.632639091
"Greece","Boys",2002,15,172.4800834,171.2062839,173.7321583,0.638848114
"Greece","Boys",2002,16,175.3521591,174.0579946,176.6194574,0.649236807
"Greece","Boys",2002,17,177.0879156,175.8157065,178.3951969,0.656787969
"Greece","Boys",2002,18,178.0955323,176.8484257,179.3421193,0.635659671
"Greece","Boys",2002,19,178.8061118,177.4093927,180.2031795,0.719003863
"Greece","Boys",2003,5,115.4234859,113.1792781,117.6626284,1.154222705
"Greece","Boys",2003,6,121.7676426,119.9290994,123.5918144,0.935025362
"Greece","Boys",2003,7,127.6025566,125.9915041,129.1893679,0.807153875
"Greece","Boys",2003,8,133.0889286,131.6522501,134.510948,0.735633343
"Greece","Boys",2003,9,138.3405579,136.9929029,139.6689888,0.690735925
"Greece","Boys",2003,10,143.4917011,142.2242226,144.7768414,0.655028842
"Greece","Boys",2003,11,148.744368,147.5053138,149.9968804,0.626242355
"Greece","Boys",2003,12,154.6588753,153.4495982,155.8594085,0.604983729
"Greece","Boys",2003,13,161.4766801,160.2833654,162.6457427,0.592263944
"Greece","Boys",2003,14,167.8358817,166.6851478,169.0059203,0.588247886
"Greece","Boys",2003,15,172.3642532,171.182873,173.53624,0.595199367
"Greece","Boys",2003,16,175.2385628,174.0291125,176.4391466,0.607496859
"Greece","Boys",2003,17,176.9908409,175.7676666,178.2024898,0.618305254
"Greece","Boys",2003,18,178.0182511,176.8335561,179.198508,0.604115194
"Greece","Boys",2003,19,178.7559299,177.3977293,180.1274711,0.702940968
"Greece","Boys",2004,5,115.6629732,113.4612805,117.8316824,1.117236047
"Greece","Boys",2004,6,122.0094854,120.250912,123.7547195,0.893351897
"Greece","Boys",2004,7,127.7995185,126.2889934,129.319229,0.761774899
"Greece","Boys",2004,8,133.2170496,131.8802411,134.56967,0.689986721
"Greece","Boys",2004,9,138.4227795,137.1479772,139.6950137,0.6476104
"Greece","Boys",2004,10,143.5305075,142.3308499,144.7334782,0.615431725
"Greece","Boys",2004,11,148.7581974,147.6068703,149.9321225,0.588894769
"Greece","Boys",2004,12,154.6426876,153.5206966,155.782962,0.571559957
"Greece","Boys",2004,13,161.4284456,160.3081441,162.5294146,0.558698481
"Greece","Boys",2004,14,167.7587022,166.6645095,168.8503441,0.553078349
"Greece","Boys",2004,15,172.2615173,171.1560844,173.360235,0.554796272
"Greece","Boys",2004,16,175.1227325,173.9863321,176.2516117,0.568748274
"Greece","Boys",2004,17,176.8772445,175.7052099,178.0370017,0.583332126
"Greece","Boys",2004,18,177.9211763,176.8049555,179.0614683,0.576892106
"Greece","Boys",2004,19,178.6786486,177.3515011,180.0458464,0.690123259
"Greece","Boys",2005,5,115.8736763,113.7731042,117.962799,1.080534103
"Greece","Boys",2005,6,122.2489728,120.5891733,123.9149444,0.853158561
"Greece","Boys",2005,7,128.0413613,126.6178421,129.4786173,0.718241148
"Greece","Boys",2005,8,133.4140115,132.1454223,134.6902876,0.644938845
"Greece","Boys",2005,9,138.5509005,137.3728842,139.7512262,0.603790457
"Greece","Boys",2005,10,143.6127291,142.4913512,144.7483625,0.574838944
"Greece","Boys",2005,11,148.7970038,147.7088684,149.8807501,0.552424366
"Greece","Boys",2005,12,154.656517,153.5897172,155.7270033,0.537987071
"Greece","Boys",2005,13,161.4122579,160.3730378,162.4564969,0.529613721
"Greece","Boys",2005,14,167.7104677,166.6630404,168.7468016,0.524385469
"Greece","Boys",2005,15,172.1843378,171.1421964,173.244768,0.52555353
"Greece","Boys",2005,16,175.0199966,173.9445202,176.0907546,0.535028859
"Greece","Boys",2005,17,176.7614143,175.6556279,177.8491119,0.552699983
"Greece","Boys",2005,18,177.80758,176.7262655,178.8963304,0.554895514
"Greece","Boys",2005,19,178.5815739,177.2657523,179.9485577,0.682720584
"Greece","Boys",2006,5,116.0365725,114.0156609,118.070031,1.043892181
"Greece","Boys",2006,6,122.4596759,120.8744137,124.0431424,0.814401573
"Greece","Boys",2006,7,128.2808487,126.9491436,129.6340869,0.677771856
"Greece","Boys",2006,8,133.6558543,132.4790396,134.8599027,0.602929442
"Greece","Boys",2006,9,138.7478623,137.6550006,139.849223,0.561883731
"Greece","Boys",2006,10,143.7408501,142.6951683,144.7891331,0.534712796
"Greece","Boys",2006,11,148.8792254,147.8570838,149.879728,0.515968087
"Greece","Boys",2006,12,154.6953234,153.701002,155.6897816,0.506827054
"Greece","Boys",2006,13,161.4260873,160.4420791,162.420309,0.502076389
"Greece","Boys",2006,14,167.69428,166.7061944,168.6849249,0.501548066
"Greece","Boys",2006,15,172.1361033,171.1485934,173.1365905,0.503759602
"Greece","Boys",2006,16,174.9428171,173.9289873,175.9604849,0.513913945
"Greece","Boys",2006,17,176.6586784,175.5898425,177.7138257,0.528596775
"Greece","Boys",2006,18,177.6917497,176.6364195,178.7404812,0.537357333
"Greece","Boys",2006,19,178.4679775,177.1532787,179.8466279,0.680410458
"Greece","Boys",2007,5,116.1688572,114.2247854,118.1355623,1.00589832
"Greece","Boys",2007,6,122.6225721,121.1243627,124.126108,0.776563299
"Greece","Boys",2007,7,128.4915518,127.2325004,129.7703559,0.640487066
"Greece","Boys",2007,8,133.8953416,132.7965325,135.0317618,0.566111617
"Greece","Boys",2007,9,138.9897051,137.9670503,140.0219366,0.5247523
"Greece","Boys",2007,10,143.9378119,142.9468745,144.9036771,0.49837672
"Greece","Boys",2007,11,149.0073464,148.0465735,149.9522188,0.481636968
"Greece","Boys",2007,12,154.777545,153.8359542,155.7039527,0.476981471
"Greece","Boys",2007,13,161.4648937,160.5240596,162.3915262,0.478481885
"Greece","Boys",2007,14,167.7081094,166.7698042,168.6713321,0.481992034
"Greece","Boys",2007,15,172.1199156,171.1556602,173.0842931,0.488838595
"Greece","Boys",2007,16,174.8945826,173.9159847,175.8937973,0.500737705
"Greece","Boys",2007,17,176.5814989,175.5700447,177.6094234,0.517333176
"Greece","Boys",2007,18,177.5890139,176.5566004,178.6207535,0.527142593
"Greece","Boys",2007,19,178.3521473,177.0436063,179.7076893,0.679560219
"Greece","Boys",2008,5,116.2479711,114.3703862,118.1351739,0.965718248
"Greece","Boys",2008,6,122.7548568,121.2992952,124.2017669,0.73889477
"Greece","Boys",2008,7,128.654448,127.4825049,129.8401732,0.605504277
"Greece","Boys",2008,8,134.1060447,133.0723163,135.173283,0.534945697
"Greece","Boys",2008,9,139.2291925,138.2747204,140.2115775,0.495372654
"Greece","Boys",2008,10,144.1796547,143.2422729,145.1022733,0.469032384
