"Country","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"Greece","Boys",2008,11,149.2043082,148.3023875,150.0865935,0.453460884
"Greece","Boys",2008,12,154.905666,154.0107509,155.7902712,0.451297007
"Greece","Boys",2008,13,161.5471153,160.6446239,162.4491475,0.457810264
"Greece","Boys",2008,14,167.7469158,166.8333166,168.6687973,0.467603134
"Greece","Boys",2008,15,172.133745,171.1924116,173.092919,0.478365047
"Greece","Boys",2008,16,174.8783949,173.9160265,175.8753918,0.494681117
"Greece","Boys",2008,17,176.5332644,175.5343335,177.5577201,0.513737486
"Greece","Boys",2008,18,177.5118343,176.4837819,178.5572429,0.528231616
"Greece","Boys",2008,19,178.2494114,176.9343896,179.5990735,0.683526331
"Greece","Boys",2009,5,116.2997682,114.4841159,118.1073532,0.92460073
"Greece","Boys",2009,6,122.8339707,121.4437271,124.2025368,0.701257118
"Greece","Boys",2009,7,128.7867326,127.6651098,129.9215316,0.573279806
"Greece","Boys",2009,8,134.2689409,133.2888511,135.2644254,0.508088943
"Greece","Boys",2009,9,139.4398956,138.5171455,140.3789925,0.474533731
"Greece","Boys",2009,10,144.4191421,143.5389357,145.3117803,0.450080534
"Greece","Boys",2009,11,149.446151,148.583016,150.3000312,0.434677336
"Greece","Boys",2009,12,155.1026279,154.2321131,155.9411694,0.434126185
"Greece","Boys",2009,13,161.6752363,160.7931566,162.5445293,0.443210862
"Greece","Boys",2009,14,167.8291374,166.9361464,168.7278423,0.457525581
"Greece","Boys",2009,15,172.1725514,171.2492275,173.0979992,0.473709758
"Greece","Boys",2009,16,174.8922243,173.9450486,175.8801481,0.493498008
"Greece","Boys",2009,17,176.5170767,175.5107606,177.5363729,0.516549356
"Greece","Boys",2009,18,177.4635999,176.4128839,178.5262272,0.535767907
"Greece","Boys",2009,19,178.1722319,176.8240791,179.5550484,0.69400807
"Greece","Boys",2010,5,116.3450028,114.6200768,118.0771025,0.884970677
"Greece","Boys",2010,6,122.8857678,121.5705878,124.1869291,0.664834949
"Greece","Boys",2010,7,128.8658465,127.7944093,129.9409348,0.544567013
"Greece","Boys",2010,8,134.4012256,133.4472813,135.3687767,0.487446335
"Greece","Boys",2010,9,139.6027918,138.7235759,140.4919149,0.460116586
"Greece","Boys",2010,10,144.6298452,143.7701881,145.4893224,0.442316212
"Greece","Boys",2010,11,149.6856384,148.8520469,150.511825,0.42830276
"Greece","Boys",2010,12,155.3444707,154.4967661,156.1761247,0.42806887
"Greece","Boys",2010,13,161.8721981,161.0122428,162.727263,0.438590745
"Greece","Boys",2010,14,167.9572584,167.0696311,168.8565346,0.454856878
"Greece","Boys",2010,15,172.254773,171.319932,173.193786,0.474065933
"Greece","Boys",2010,16,174.9310307,173.9613805,175.9257006,0.498107009
"Greece","Boys",2010,17,176.5309061,175.5235052,177.5711831,0.523885377
"Greece","Boys",2010,18,177.4474122,176.3768893,178.521393,0.54799694
"Greece","Boys",2010,19,178.1239974,176.7615787,179.5427134,0.708187525
"Greece","Boys",2011,5,116.3948867,114.7388313,118.0360089,0.847878692
"Greece","Boys",2011,6,122.9310024,121.6845231,124.1821248,0.633020213
"Greece","Boys",2011,7,128.9176436,127.8911482,129.9463686,0.520651991
"Greece","Boys",2011,8,134.4803395,133.5512433,135.4214586,0.474298907
"Greece","Boys",2011,9,139.7350765,138.8650606,140.6250244,0.454927254
"Greece","Boys",2011,10,144.7927414,143.9484698,145.6461802,0.442340568
"Greece","Boys",2011,11,149.8963415,149.0806898,150.7402741,0.434632317
"Greece","Boys",2011,12,155.583958,154.7401843,156.43866,0.4347272
"Greece","Boys",2011,13,162.1140409,161.2390202,162.9907958,0.445325573
"Greece","Boys",2011,14,168.1542202,167.251503,169.0648177,0.462155397
"Greece","Boys",2011,15,172.382894,171.4577343,173.3442855,0.482458805
"Greece","Boys",2011,16,175.0132523,174.025085,176.0210771,0.507882471
"Greece","Boys",2011,17,176.5697125,175.5487923,177.6242774,0.536482077
"Greece","Boys",2011,18,177.4612415,176.3698489,178.5793583,0.562758792
"Greece","Boys",2011,19,178.1078097,176.7339273,179.5577412,0.724913812
"Greece","Boys",2012,5,116.4607234,114.8579824,118.0157333,0.816291187
"Greece","Boys",2012,6,122.9808863,121.7636522,124.1465123,0.608634478
"Greece","Boys",2012,7,128.9628782,127.9644002,129.9387335,0.505995906
"Greece","Boys",2012,8,134.5321366,133.602704,135.4421587,0.469517202
"Greece","Boys",2012,9,139.8141904,138.9247577,140.7210892,0.459743273
"Greece","Boys",2012,10,144.9250261,144.0533011,145.8194182,0.452897656
"Greece","Boys",2012,11,150.0592377,149.213629,150.9372718,0.448757558
"Greece","Boys",2012,12,155.7946611,154.9186162,156.7051237,0.453813691
"Greece","Boys",2012,13,162.3535283,161.4620184,163.2765333,0.463212189
"Greece","Boys",2012,14,168.396063,167.4557906,169.3514146,0.479639236
"Greece","Boys",2012,15,172.5798558,171.6056441,173.5634587,0.499519408
"Greece","Boys",2012,16,175.1413733,174.1349743,176.1680551,0.525485899
"Greece","Boys",2012,17,176.6519341,175.5957953,177.7449946,0.554160986
"Greece","Boys",2012,18,177.5000479,176.3801519,178.6296789,0.581914437
"Greece","Boys",2012,19,178.1216391,176.7062644,179.6011091,0.741163286
"Greece","Boys",2013,5,116.5518244,114.9768331,118.0868919,0.795730198
"Greece","Boys",2013,6,123.046723,121.8710378,124.1986783,0.595790277
"Greece","Boys",2013,7,129.0127622,128.0270229,129.9932631,0.504627583
"Greece","Boys",2013,8,134.5773712,133.6670673,135.5226114,0.477327004
"Greece","Boys",2013,9,139.8659875,138.9525745,140.8105456,0.474195296
"Greece","Boys",2013,10,145.00414,144.0873669,145.9678117,0.473731298
"Greece","Boys",2013,11,150.1915224,149.2847265,151.153134,0.472743416
"Greece","Boys",2013,12,155.9575573,155.0328409,156.9204063,0.479434857
"Greece","Boys",2013,13,162.5642314,161.6333095,163.5526637,0.492018736
"Greece","Boys",2013,14,168.6355504,167.6551979,169.6420015,0.505768407
"Greece","Boys",2013,15,172.8216986,171.8058564,173.858064,0.524854177
"Greece","Boys",2013,16,175.3383352,174.2836947,176.4245757,0.549813662
"Greece","Boys",2013,17,176.7800551,175.6761992,177.9368611,0.578629698
"Greece","Boys",2013,18,177.5822695,176.4154315,178.7673989,0.605626162
"Greece","Boys",2013,19,178.1604455,176.7076577,179.6634481,0.76019937
"Greece","Boys",2014,5,116.6540024,115.0744619,118.1781104,0.793071796
"Greece","Boys",2014,6,123.137824,121.9804216,124.2877867,0.600701959
"Greece","Boys",2014,7,129.0785989,128.071824,130.0997871,0.519995142
"Greece","Boys",2014,8,134.6272551,133.6784905,135.6277481,0.50074852
"Greece","Boys",2014,9,139.9112221,138.9418073,140.9279698,0.501267803
"Greece","Boys",2014,10,145.0559371,144.08865,146.0790733,0.503334817
"Greece","Boys",2014,11,150.2706363,149.2926559,151.3024733,0.505739557
"Greece","Boys",2014,12,156.089842,155.1020103,157.128872,0.51304491
"Greece","Boys",2014,13,162.7271276,161.7038519,163.8006892,0.525706458
"Greece","Boys",2014,14,168.8462535,167.8057404,169.9352104,0.540967269
"Greece","Boys",2014,15,173.061186,172.0030871,174.1601176,0.556316741
"Greece","Boys",2014,16,175.580178,174.4726987,176.7469082,0.580289661
"Greece","Boys",2014,17,176.9770169,175.8182576,178.2059394,0.607922885
"Greece","Boys",2014,18,177.7103905,176.4824779,178.9541411,0.633834805
"Greece","Boys",2014,19,178.2426671,176.7519054,179.8053298,0.782147505
"Greece","Boys",2015,5,116.7622687,115.1500643,118.3379732,0.815306155
"Greece","Boys",2015,6,123.2400019,122.0287819,124.4557802,0.629797396
"Greece","Boys",2015,7,129.1696999,128.085335,130.2555692,0.555653204
"Greece","Boys",2015,8,134.6930918,133.6549344,135.7734738,0.540763551
"Greece","Boys",2015,9,139.961106,138.916086,141.070235,0.542548415
"Greece","Boys",2015,10,145.1011717,144.0492467,146.2103128,0.543797051
"Greece","Boys",2015,11,150.3224333,149.2556594,151.4463614,0.545775513
"Greece","Boys",2015,12,156.1689559,155.0994678,157.292116,0.553809697
"Greece","Boys",2015,13,162.8594123,161.7689394,164.010359,0.565400794
"Greece","Boys",2015,14,169.0091497,167.8752481,170.1732699,0.579645856
"Greece","Boys",2015,15,173.2718891,172.1489423,174.4406232,0.595119876
"Greece","Boys",2015,16,175.8196653,174.634113,177.0336596,0.614790373
"Greece","Boys",2015,17,177.2188597,175.9929407,178.5298153,0.641471
"Greece","Boys",2015,18,177.9073524,176.6146061,179.2452036,0.665617063
"Greece","Boys",2015,19,178.3707881,176.8177911,179.9739867,0.805572118
"Greece","Boys",2016,5,116.8753882,115.2015217,118.5671661,0.86709979
"Greece","Boys",2016,6,123.3482683,122.0338845,124.6830668,0.688532288
"Greece","Boys",2016,7,129.2718778,128.0935017,130.4763393,0.614554369
"Greece","Boys",2016,8,134.7841928,133.6200775,135.9907103,0.597834074
"Greece","Boys",2016,9,140.0269427,138.8713469,141.2308534,0.597724946
"Greece","Boys",2016,10,145.1510556,143.9902681,146.3540732,0.596130758
"Greece","Boys",2016,11,150.367668,149.1958536,151.5677313,0.594557285
"Greece","Boys",2016,12,156.220753,155.0559416,157.4385714,0.599915603
"Greece","Boys",2016,13,162.9385262,161.7629555,164.1659834,0.610479858
"Greece","Boys",2016,14,169.1414344,167.9428908,170.410505,0.622688247
"Greece","Boys",2016,15,173.4347853,172.2111405,174.703061,0.636361124
"Greece","Boys",2016,16,176.0303684,174.7865116,177.3154295,0.65505574
"Greece","Boys",2016,17,177.4583471,176.1493396,178.8165702,0.677534436
"Greece","Boys",2016,18,178.1491952,176.7879825,179.5488755,0.700828284
"Greece","Boys",2016,19,178.5677499,176.9684876,180.2071342,0.832121366
"Greece","Boys",2017,5,116.9946516,115.1235901,118.8884364,0.950563778
"Greece","Boys",2017,6,123.4613878,121.970738,124.979216,0.776783597
"Greece","Boys",2017,7,129.3801442,128.0449101,130.7754071,0.699488818
"Greece","Boys",2017,8,134.8863708,133.6062691,136.2476314,0.673293532
"Greece","Boys",2017,9,140.1180437,138.8341569,141.4566508,0.666119555
"Greece","Boys",2017,10,145.2168923,143.9536743,146.5576075,0.659874266
"Greece","Boys",2017,11,150.4175519,149.1517585,151.7290879,0.653124816
"Greece","Boys",2017,12,156.2659876,154.9927831,157.5886365,0.652938343
"Greece","Boys",2017,13,162.9903233,161.715179,164.3317753,0.659550724
"Greece","Boys",2017,14,169.2205483,167.95198,170.560589,0.669742531
"Greece","Boys",2017,15,173.56707,172.2592379,174.9269904,0.680715888
"Greece","Boys",2017,16,176.1932646,174.8546227,177.5715745,0.696750905
"Greece","Boys",2017,17,177.6690502,176.2951616,179.1077089,0.717909095
"Greece","Boys",2017,18,178.3886825,176.9569687,179.8606675,0.737788335
"Greece","Boys",2017,19,178.8095927,177.1488641,180.4929584,0.862001233
"Greece","Boys",2018,5,117.1137259,115.0518794,119.207331,1.063627586
"Greece","Boys",2018,6,123.5806511,121.86651,125.3301759,0.893004506
"Greece","Boys",2018,7,129.4932637,127.9406074,131.0977021,0.808078296
"Greece","Boys",2018,8,134.9946371,133.5194406,136.5264935,0.769713517
"Greece","Boys",2018,9,140.2202216,138.8084757,141.7151135,0.749173855
"Greece","Boys",2018,10,145.3079933,143.8997503,146.7960242,0.734069361
"Greece","Boys",2018,11,150.4833886,149.1012782,151.9691779,0.721287069
"Greece","Boys",2018,12,156.3158715,154.9351814,157.7418277,0.714147258
"Greece","Boys",2018,13,163.0355579,161.6512396,164.4773563,0.7141334
"Greece","Boys",2018,14,169.2723453,167.9019167,170.7135986,0.719757152
"Greece","Boys",2018,15,173.6461839,172.2581821,175.0954433,0.728165419
"Greece","Boys",2018,16,176.3255493,174.8880111,177.8061557,0.740695715
"Greece","Boys",2018,17,177.8319464,176.365904,179.3681249,0.75858868
"Greece","Boys",2018,18,178.5993856,177.0802638,180.17092,0.777632274
"Greece","Boys",2018,19,179.0490801,177.3482531,180.803329,0.894046066
"Greece","Boys",2019,5,117.2322907,114.9123813,119.5943242,1.20208469
"Greece","Boys",2019,6,123.6997255,121.707643,125.7294503,1.033533304
"Greece","Boys",2019,7,129.612527,127.8292746,131.4773135,0.938844829
"Greece","Boys",2019,8,135.1077566,133.4259779,136.8621534,0.885260809
"Greece","Boys",2019,9,140.328488,138.7349246,142.0261657,0.849777433
"Greece","Boys",2019,10,145.4101712,143.8533278,147.0557539,0.820631147
"Greece","Boys",2019,11,150.5744896,149.0409564,152.1870309,0.79803235
"Greece","Boys",2019,12,156.3817082,154.884099,157.9659782,0.783740657
"Greece","Boys",2019,13,163.0854418,161.5950511,164.6189617,0.775715414
"Greece","Boys",2019,14,169.31758,167.8371329,170.8633029,0.774246016
"Greece","Boys",2019,15,173.697981,172.2223255,175.2411241,0.777782033
"Greece","Boys",2019,16,176.4046632,174.8910578,177.9636262,0.787184832
"Greece","Boys",2019,17,177.9642311,176.4027551,179.5722838,0.800957714
"Greece","Boys",2019,18,178.7622819,177.1489276,180.3854502,0.817148955
"Greece","Boys",2019,19,179.2597832,177.4665089,181.1053779,0.928247842
"Greece","Girls",1985,5,115.0191807,112.5388144,117.4137658,1.255142733
"Greece","Girls",1985,6,121.1721114,119.0141509,123.2605441,1.087957626
"Greece","Girls",1985,7,126.7585453,124.7808694,128.6595157,0.995456841
"Greece","Girls",1985,8,132.0722054,130.1981294,133.8774941,0.946280065
"Greece","Girls",1985,9,137.4061569,135.5786406,139.1222682,0.920942903
"Greece","Girls",1985,10,143.0395777,141.2449687,144.7468946,0.909231173
"Greece","Girls",1985,11,148.9896234,147.2000353,150.7093245,0.908494488
"Greece","Girls",1985,12,154.2422724,152.4257091,156.0102548,0.920277857
"Greece","Girls",1985,13,157.8204854,155.926939,159.654281,0.942983114
"Greece","Girls",1985,14,159.9309063,157.9777257,161.8371973,0.97772157
"Greece","Girls",1985,15,161.0352325,158.972971,163.0128162,1.024332309
"Greece","Girls",1985,16,161.4829997,159.3341747,163.5485435,1.073765919
"Greece","Girls",1985,17,161.588638,159.3585737,163.7590072,1.110580292
"Greece","Girls",1985,18,161.6711419,159.4471322,163.8673805,1.137464606
"Greece","Girls",1985,19,162.034608,159.7288427,164.3708439,1.187999352
"Greece","Girls",1986,5,115.1431531,112.6758246,117.5110114,1.24781079
"Greece","Girls",1986,6,121.3125574,119.1718868,123.3792176,1.078489607
"Greece","Girls",1986,7,126.9106244,124.9631973,128.8052917,0.982697391
"Greece","Girls",1986,8,132.2370542,130.3909638,134.0120697,0.931263338
"Greece","Girls",1986,9,137.5821919,135.7893801,139.2895583,0.901910649
"Greece","Girls",1986,10,143.2255904,141.4599094,144.8944746,0.886773409
"Greece","Girls",1986,11,149.1849939,147.4520327,150.8429416,0.881008284
"Greece","Girls",1986,12,154.4453347,152.6862286,156.1434874,0.886380462
"Greece","Girls",1986,13,158.030139,156.2467546,159.7616813,0.90252147
"Greece","Girls",1986,14,160.1447809,158.2925064,161.9397669,0.92931223
"Greece","Girls",1986,15,161.2600942,159.3106608,163.1344536,0.967590237
"Greece","Girls",1986,16,161.7112997,159.6770848,163.6505092,1.008272473
"Greece","Girls",1986,17,161.8164274,159.7245173,163.835363,1.036274357
"Greece","Girls",1986,18,161.8985719,159.82324,163.9544781,1.053934921
"Greece","Girls",1986,19,162.2636533,160.1165478,164.4142164,1.098436274
"Greece","Girls",1987,5,115.2441517,112.8151411,117.5978098,1.2392231
"Greece","Girls",1987,6,121.4365298,119.3071679,123.4764946,1.06910259
"Greece","Girls",1987,7,127.0510704,125.1248058,128.9142374,0.971294666
"Greece","Girls",1987,8,132.3891333,130.5719392,134.141789,0.916737263
"Greece","Girls",1987,9,137.7470406,135.9964936,139.4306475,0.885142524
"Greece","Girls",1987,10,143.4016253,141.6694781,145.0413749,0.865932556
"Greece","Girls",1987,11,149.3710065,147.6633138,150.9799258,0.856626504
"Greece","Girls",1987,12,154.6407052,152.9299395,156.2724906,0.856932426
"Greece","Girls",1987,13,158.2332014,156.5150921,159.8954048,0.86681116
"Greece","Girls",1987,14,160.3544345,158.6063093,162.0595125,0.887251036
"Greece","Girls",1987,15,161.4739687,159.6368473,163.2379297,0.917767474
"Greece","Girls",1987,16,161.9361613,160.0130847,163.7393309,0.950353866
"Greece","Girls",1987,17,162.0447274,160.0802146,163.9183308,0.969263846
"Greece","Girls",1987,18,162.1263613,160.1706725,164.0168701,0.977662276
"Greece","Girls",1987,19,162.4910833,160.4773619,164.4830799,1.015806957
"Greece","Girls",1988,5,115.3284371,112.9244422,117.6632115,1.229410851
"Greece","Girls",1988,6,121.5375284,119.4359562,123.5606816,1.058435998
"Greece","Girls",1988,7,127.1750428,125.2726846,128.9947183,0.95997474
"Greece","Girls",1988,8,132.5295793,130.7338536,134.2615016,0.903582077
"Greece","Girls",1988,9,137.8991198,136.1837264,139.5428633,0.869000319
"Greece","Girls",1988,10,143.5664741,141.8859471,145.1815359,0.847451662
"Greece","Girls",1988,11,149.5470415,147.8748585,151.1405984,0.833937658
"Greece","Girls",1988,12,154.8267179,153.170069,156.4161485,0.830649033
"Greece","Girls",1988,13,158.4285719,156.7572373,160.0314608,0.835546813
"Greece","Girls",1988,14,160.5574968,158.8694136,162.1952758,0.849924241
"Greece","Girls",1988,15,161.6836223,159.9373403,163.3600176,0.874398398
"Greece","Girls",1988,16,162.1500359,160.343059,163.863105,0.899372459
"Greece","Girls",1988,17,162.269589,160.4057842,164.0095974,0.909952901
"Greece","Girls",1988,18,162.3546612,160.5025147,164.1151817,0.90899328
"Greece","Girls",1988,19,162.7188727,160.8384882,164.5731601,0.940967384
"Greece","Girls",1989,5,115.3963179,113.0083926,117.7179228,1.218476954
"Greece","Girls",1989,6,121.6218139,119.546782,123.638111,1.046473078
"Greece","Girls",1989,7,127.2760414,125.3824322,129.0831726,0.947430337
"Greece","Girls",1989,8,132.6535517,130.8971978,134.3462648,0.890520779
"Greece","Girls",1989,9,138.0395657,136.3598202,139.6656146,0.854216674
"Greece","Girls",1989,10,143.7185532,142.0927934,145.2881254,0.829716527
"Greece","Girls",1989,11,149.7118902,148.0945987,151.2635554,0.813692351
"Greece","Girls",1989,12,155.0027528,153.3920338,156.538853,0.806173131
"Greece","Girls",1989,13,158.6145845,156.9772247,160.1612977,0.807475601
"Greece","Girls",1989,14,160.7528673,159.1211256,162.3234983,0.817026693
"Greece","Girls",1989,15,161.8866847,160.2072104,163.4929056,0.835769488
"Greece","Girls",1989,16,162.3596895,160.6179506,163.9897514,0.85501306
"Greece","Girls",1989,17,162.4834635,160.7417788,164.1156092,0.857760101
"Greece","Girls",1989,18,162.5795229,160.8681717,164.216904,0.848347762
"Greece","Girls",1989,19,162.9471726,161.1786775,164.6442063,0.874555646
"Greece","Girls",1990,5,115.4477372,113.0673568,117.7362132,1.205111185
"Greece","Girls",1990,6,121.6896946,119.6511363,123.6684664,1.033175571
"Greece","Girls",1990,7,127.3603268,125.5183873,129.1349261,0.933569816
"Greece","Girls",1990,8,132.7545503,131.032623,134.4235722,0.876311485
"Greece","Girls",1990,9,138.1635381,136.5194617,139.7709308,0.8395406
"Greece","Girls",1990,10,143.8589992,142.2618657,145.4082667,0.813323126
"Greece","Girls",1990,11,149.8639694,148.2966744,151.3707982,0.794284028
"Greece","Girls",1990,12,155.1676016,153.6110217,156.6634099,0.784223881
"Greece","Girls",1990,13,158.7906195,157.2263601,160.2868714,0.781340518
"Greece","Girls",1990,14,160.93888,159.3690927,162.4489761,0.7873226
"Greece","Girls",1990,15,162.0820551,160.4572651,163.6201048,0.801537809
"Greece","Girls",1990,16,162.5627518,160.8912401,164.1279854,0.815489763
"Greece","Girls",1990,17,162.6931171,161.0516954,164.252205,0.812492491
"Greece","Girls",1990,18,162.7933974,161.1830898,164.3193092,0.795248022
"Greece","Girls",1990,19,163.1720342,161.5267144,164.7506784,0.816892156
"Greece","Girls",1991,5,115.4845786,113.1276032,117.7361793,1.190624956
"Greece","Girls",1991,6,121.7411139,119.7134411,123.6892797,1.017150083
"Greece","Girls",1991,7,127.4282076,125.6153884,129.1830705,0.918221933
"Greece","Girls",1991,8,132.8388358,131.1493674,134.4986426,0.860811945
"Greece","Girls",1991,9,138.2645368,136.6548775,139.8450198,0.82375619
"Greece","Girls",1991,10,143.9829716,142.4243281,145.499511,0.797082003
"Greece","Girls",1991,11,150.0044154,148.48148,151.4702397,0.776218403
"Greece","Girls",1991,12,155.3196807,153.8229481,156.7757544,0.763177981
"Greece","Girls",1991,13,158.9554683,157.453998,160.4051431,0.757836009
"Greece","Girls",1991,14,161.1149149,159.5853119,162.5601791,0.75970035
"Greece","Girls",1991,15,162.2680678,160.7194882,163.7339948,0.770486156
"Greece","Girls",1991,16,162.7581223,161.161378,164.2496971,0.780391665
"Greece","Girls",1991,17,162.8961795,161.31696,164.3672649,0.772333078
"Greece","Girls",1991,18,163.003051,161.4820302,164.4218719,0.749569731
"Greece","Girls",1991,19,163.3859088,161.8461568,164.8745837,0.767619185
"Greece","Girls",1992,5,115.5091747,113.1853289,117.7175471,1.175541259
"Greece","Girls",1992,6,121.7779553,119.7966984,123.6979068,0.999828614
"Greece","Girls",1992,7,127.4796269,125.6863583,129.2048076,0.899968007
"Greece","Girls",1992,8,132.9067165,131.2593436,134.5076348,0.843754103
"Greece","Girls",1992,9,138.3488222,136.7554208,139.9053705,0.806733981
"Greece","Girls",1992,10,144.0839703,142.5704098,145.5754451,0.779757868
"Greece","Girls",1992,11,150.1283878,148.6457188,151.5523388,0.758406992
"Greece","Girls",1992,12,155.4601267,153.9977256,156.857501,0.743500699
"Greece","Girls",1992,13,159.1075474,157.6454998,160.5240125,0.735283855
"Greece","Girls",1992,14,161.2797637,159.8177787,162.6912336,0.734815625
"Greece","Girls",1992,15,162.4441028,160.9609212,163.8425429,0.741689837
"Greece","Girls",1992,16,162.944135,161.4016241,164.3720725,0.748518848
"Greece","Girls",1992,17,163.09155,161.5912656,164.5057549,0.736827238
"Greece","Girls",1992,18,163.2061134,161.7909249,164.5892356,0.709521246
"Greece","Girls",1992,19,163.5955624,162.1261412,165.0118119,0.726458702
"Greece","Girls",1993,5,115.5264701,113.2377923,117.715689,1.158939845
"Greece","Girls",1993,6,121.8025514,119.8645265,123.669963,0.981847213
"Greece","Girls",1993,7,127.5164683,125.7694356,129.1904046,0.880268878
"Greece","Girls",1993,8,132.9581358,131.3335587,134.5300096,0.823721967
"Greece","Girls",1993,9,138.416703,136.8902697,139.9327232,0.788161245
"Greece","Girls",1993,10,144.1682557,142.6804783,145.6293642,0.761252054
"Greece","Girls",1993,11,150.2293864,148.7928611,151.6332369,0.739567487
"Greece","Girls",1993,12,155.5840991,154.1469072,156.9369773,0.724200978
"Greece","Girls",1993,13,159.2479934,157.8437734,160.6228592,0.714160433
"Greece","Girls",1993,14,161.4318428,160.0178024,162.8071162,0.710905713
"Greece","Girls",1993,15,162.6089515,161.1771527,163.9652853,0.715725646
"Greece","Girls",1993,16,163.1201699,161.6688456,164.4893085,0.719135696
"Greece","Girls",1993,17,163.2775626,161.8520509,164.6521753,0.704742969
"Greece","Girls",1993,18,163.4014839,162.0399515,164.7221643,0.674673012
"Greece","Girls",1993,19,163.7986248,162.3951238,165.1440108,0.691791858
"Greece","Girls",1994,5,115.5421798,113.2738464,117.7111418,1.141564547
"Greece","Girls",1994,6,121.8198468,119.9097863,123.6402968,0.96223807
"Greece","Girls",1994,7,127.5410644,125.8442316,129.1733662,0.859798399
"Greece","Girls",1994,8,132.9949772,131.4082688,134.5264784,0.802161754
"Greece","Girls",1994,9,138.4681223,136.9851763,139.9238885,0.766611995
"Greece","Girls",1994,10,144.2361364,142.7935079,145.6637316,0.741268691
"Greece","Girls",1994,11,150.3136718,148.9162967,151.6965999,0.7195862
"Greece","Girls",1994,12,155.6850977,154.2902168,157.0116001,0.703964278
"Greece","Girls",1994,13,159.3719658,158.008633,160.693315,0.693513783
"Greece","Girls",1994,14,161.5722888,160.2096503,162.9030952,0.688533912
"Greece","Girls",1994,15,162.7610307,161.3783583,164.1000362,0.690732246
"Greece","Girls",1994,16,163.2850187,161.8889331,164.6186691,0.692732137
"Greece","Girls",1994,17,163.4535976,162.0810192,164.7609075,0.675459754
"Greece","Girls",1994,18,163.5874965,162.2956654,164.8544711,0.643699334
"Greece","Girls",1994,19,163.9939952,162.6586865,165.2894839,0.66324404
"Greece","Girls",1995,5,115.5614987,113.3291887,117.6879703,1.122913512
"Greece","Girls",1995,6,121.8355565,119.9649846,123.6084174,0.94172084
"Greece","Girls",1995,7,127.5583598,125.9076706,129.151915,0.837736631
"Greece","Girls",1995,8,133.0195733,131.4787158,134.5046732,0.779754913
"Greece","Girls",1995,9,138.5049637,137.0479163,139.9059484,0.743534892
"Greece","Girls",1995,10,144.2875558,142.8997199,145.6665676,0.718347835
"Greece","Girls",1995,11,150.3815526,149.0326227,151.7236085,0.698251199
"Greece","Girls",1995,12,155.7693832,154.4303267,157.0770831,0.682608056
"Greece","Girls",1995,13,159.4729644,158.1459089,160.7495539,0.672055172
"Greece","Girls",1995,14,161.6962612,160.3943004,162.9782909,0.666724119
"Greece","Girls",1995,15,162.9014767,161.5707596,164.1956175,0.667442898
"Greece","Girls",1995,16,163.4370978,162.104725,164.7281697,0.66732333
"Greece","Girls",1995,17,163.6184464,162.3054462,164.87958,0.649461069
"Greece","Girls",1995,18,163.7635315,162.5144793,164.9519535,0.6158925
"Greece","Girls",1995,19,164.1800079,162.9028365,165.4286269,0.639340144
"Greece","Girls",1996,5,115.5898253,113.4141922,117.6969076,1.103500898
"Greece","Girls",1996,6,121.8548754,120.0508876,123.5883736,0.919961144
"Greece","Girls",1996,7,127.5740695,125.969459,129.1294307,0.814799879
"Greece","Girls",1996,8,133.0368687,131.5287505,134.4842274,0.755897449
"Greece","Girls",1996,9,138.5295598,137.1108334,139.9120425,0.719646224
"Greece","Girls",1996,10,144.3243971,142.9759657,145.6541207,0.693970798
"Greece","Girls",1996,11,150.4329719,149.1208535,151.7169737,0.674049208
"Greece","Girls",1996,12,155.8372639,154.5332755,157.1166107,0.660068324
"Greece","Girls",1996,13,159.5572499,158.2797641,160.8096104,0.649482328
"Greece","Girls",1996,14,161.7972598,160.5337163,163.0484288,0.644300675
"Greece","Girls",1996,15,163.0254491,161.7523093,164.2803163,0.644813271
